"","sim","param","Value","Name","n_clus","clustering","level"
"random_2-45...1886","Dataset_2","3_0.2",0.560668345124953,"random_2-45",28,"random_2",45
"random_3-45...1887","Dataset_2","3_0.2",0.619772632904828,"random_3-45",35,"random_3",45
"sc3-50...1888","Dataset_2","3_0.2",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...1889","Dataset_2","3_0.2",0.905239637259525,"X40-50",30,"X40",50
"X40.1-50...1890","Dataset_2","3_0.2",0.962057603490425,"X40.1-50",27,"X40.1",50
"random_1-50...1891","Dataset_2","3_0.2",0.571357741135041,"random_1-50",34,"random_1",50
"random_2-50...1892","Dataset_2","3_0.2",0.568956675490262,"random_2-50",27,"random_2",50
"random_3-50...1893","Dataset_2","3_0.2",0.619772632904828,"random_3-50",35,"random_3",50
"sc3-55...1894","Dataset_2","3_0.2",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...1895","Dataset_2","3_0.2",0.92352017356175,"X40-55",29,"X40",55
"X40.1-55...1896","Dataset_2","3_0.2",0.980679608898451,"X40.1-55",24,"X40.1",55
"random_1-55...1897","Dataset_2","3_0.2",0.576135372351673,"random_1-55",33,"random_1",55
"random_2-55...1898","Dataset_2","3_0.2",0.568956675490262,"random_2-55",27,"random_2",55
"random_3-55...1899","Dataset_2","3_0.2",0.619772632904828,"random_3-55",35,"random_3",55
"sc3-60...1900","Dataset_2","3_0.2",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...1901","Dataset_2","3_0.2",0.92352017356175,"X40-60",29,"X40",60
"X40.1-60...1902","Dataset_2","3_0.2",0.980679608898451,"X40.1-60",24,"X40.1",60
"random_1-60...1903","Dataset_2","3_0.2",0.587889950968601,"random_1-60",32,"random_1",60
"random_2-60...1904","Dataset_2","3_0.2",0.585648978343409,"random_2-60",24,"random_2",60
"random_3-60...1905","Dataset_2","3_0.2",0.619772632904828,"random_3-60",35,"random_3",60
"sc3-65...1906","Dataset_2","3_0.2",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...1907","Dataset_2","3_0.2",0.967903476914092,"X40-65",24,"X40",65
"X40.1-65...1908","Dataset_2","3_0.2",0.980679608898451,"X40.1-65",24,"X40.1",65
"random_1-65...1909","Dataset_2","3_0.2",0.587889950968601,"random_1-65",32,"random_1",65
"random_2-65...1910","Dataset_2","3_0.2",0.585648978343409,"random_2-65",24,"random_2",65
"random_3-65...1911","Dataset_2","3_0.2",0.619772632904828,"random_3-65",35,"random_3",65
"sc3-70...1912","Dataset_2","3_0.2",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...1913","Dataset_2","3_0.2",0.984319223776569,"X40-70",23,"X40",70
"X40.1-70...1914","Dataset_2","3_0.2",0.980679608898451,"X40.1-70",24,"X40.1",70
"random_1-70...1915","Dataset_2","3_0.2",0.600164808785823,"random_1-70",31,"random_1",70
"random_2-70...1916","Dataset_2","3_0.2",0.595100673982199,"random_2-70",22,"random_2",70
"random_3-70...1917","Dataset_2","3_0.2",0.619772632904828,"random_3-70",35,"random_3",70
"sc3-75...1918","Dataset_2","3_0.2",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...1919","Dataset_2","3_0.2",0.984319223776569,"X40-75",23,"X40",75
"X40.1-75...1920","Dataset_2","3_0.2",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...1921","Dataset_2","3_0.2",0.603053911187882,"random_1-75",30,"random_1",75
"random_2-75...1922","Dataset_2","3_0.2",0.610541321627181,"random_2-75",19,"random_2",75
"random_3-75...1923","Dataset_2","3_0.2",0.619772632904828,"random_3-75",35,"random_3",75
"sc3-80...1924","Dataset_2","3_0.2",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...1925","Dataset_2","3_0.2",0.984319223776569,"X40-80",23,"X40",80
"X40.1-80...1926","Dataset_2","3_0.2",0.980679608898451,"X40.1-80",24,"X40.1",80
"random_1-80...1927","Dataset_2","3_0.2",0.622186199147814,"random_1-80",25,"random_1",80
"random_2-80...1928","Dataset_2","3_0.2",0.610541321627181,"random_2-80",19,"random_2",80
"random_3-80...1929","Dataset_2","3_0.2",0.619772632904828,"random_3-80",35,"random_3",80
"sc3-85...1930","Dataset_2","3_0.2",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...1931","Dataset_2","3_0.2",0.984319223776569,"X40-85",23,"X40",85
"X40.1-85...1932","Dataset_2","3_0.2",1,"X40.1-85",20,"X40.1",85
"random_1-85...1933","Dataset_2","3_0.2",0.631585785992116,"random_1-85",23,"random_1",85
"random_2-85...1934","Dataset_2","3_0.2",0.610541321627181,"random_2-85",19,"random_2",85
"random_3-85...1935","Dataset_2","3_0.2",0.619772632904828,"random_3-85",35,"random_3",85
"sc3-90...1936","Dataset_2","3_0.2",0.960628208943817,"sc3-90",38,"sc3",90
"X40-90...1937","Dataset_2","3_0.2",0.995031909002337,"X40-90",21,"X40",90
"X40.1-90...1938","Dataset_2","3_0.2",1,"X40.1-90",20,"X40.1",90
"random_1-90...1939","Dataset_2","3_0.2",0.636649872559894,"random_1-90",21,"random_1",90
"random_2-90...1940","Dataset_2","3_0.2",0.610541321627181,"random_2-90",19,"random_2",90
"random_3-90...1941","Dataset_2","3_0.2",0.619772632904828,"random_3-90",35,"random_3",90
"sc3-95...1942","Dataset_2","3_0.2",0.97643152803202,"sc3-95",32,"sc3",95
"X40-95...1943","Dataset_2","3_0.2",1,"X40-95",20,"X40",95
"X40.1-95...1944","Dataset_2","3_0.2",1,"X40.1-95",20,"X40.1",95
"random_1-95...1945","Dataset_2","3_0.2",0.639171589540259,"random_1-95",20,"random_1",95
"random_2-95...1946","Dataset_2","3_0.2",0.610541321627181,"random_2-95",19,"random_2",95
"random_3-95...1947","Dataset_2","3_0.2",0.625821308886084,"random_3-95",31,"random_3",95
"sc3-100...1948","Dataset_2","3_0.2",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...1949","Dataset_2","3_0.2",1,"X40-100",20,"X40",100
"X40.1-100...1950","Dataset_2","3_0.2",1,"X40.1-100",20,"X40.1",100
"random_1-100...1951","Dataset_2","3_0.2",0.639171589540259,"random_1-100",20,"random_1",100
"random_2-100...1952","Dataset_2","3_0.2",0.610541321627181,"random_2-100",19,"random_2",100
"random_3-100...1953","Dataset_2","3_0.2",0.634186027218517,"random_3-100",21,"random_3",100
"sc3-00...1954","Dataset_2","1_0.4",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...1955","Dataset_2","1_0.4",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...1956","Dataset_2","1_0.4",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...1957","Dataset_2","1_0.4",0.272605439109106,"random_1-00",45,"random_1",0
"sc3-05...1958","Dataset_2","1_0.4",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...1959","Dataset_2","1_0.4",0.767101138122829,"X40-05",40,"X40",5
"X40.1-05...1960","Dataset_2","1_0.4",0.833388409026058,"X40.1-05",37,"X40.1",5
"random_1-05...1961","Dataset_2","1_0.4",0.272605439109106,"random_1-05",45,"random_1",5
"sc3-10...1962","Dataset_2","1_0.4",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...1963","Dataset_2","1_0.4",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...1964","Dataset_2","1_0.4",0.833388409026058,"X40.1-10",37,"X40.1",10
"random_1-10...1965","Dataset_2","1_0.4",0.272605439109106,"random_1-10",45,"random_1",10
"sc3-15...1966","Dataset_2","1_0.4",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...1967","Dataset_2","1_0.4",0.841747345875148,"X40-15",36,"X40",15
"X40.1-15...1968","Dataset_2","1_0.4",0.833388409026058,"X40.1-15",37,"X40.1",15
"random_1-15...1969","Dataset_2","1_0.4",0.272605439109106,"random_1-15",45,"random_1",15
"sc3-20...1970","Dataset_2","1_0.4",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...1971","Dataset_2","1_0.4",0.861954253932522,"X40-20",35,"X40",20
"X40.1-20...1972","Dataset_2","1_0.4",0.849204496639024,"X40.1-20",36,"X40.1",20
"random_1-20...1973","Dataset_2","1_0.4",0.272605439109106,"random_1-20",45,"random_1",20
"sc3-25...1974","Dataset_2","1_0.4",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...1975","Dataset_2","1_0.4",0.879115953666946,"X40-25",34,"X40",25
"X40.1-25...1976","Dataset_2","1_0.4",0.869342146958895,"X40.1-25",35,"X40.1",25
"random_1-25...1977","Dataset_2","1_0.4",0.272605439109106,"random_1-25",45,"random_1",25
"sc3-30...1978","Dataset_2","1_0.4",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...1979","Dataset_2","1_0.4",0.892905956560037,"X40-30",33,"X40",30
"X40.1-30...1980","Dataset_2","1_0.4",0.899217922507736,"X40.1-30",33,"X40.1",30
"random_1-30...1981","Dataset_2","1_0.4",0.272605439109106,"random_1-30",45,"random_1",30
"sc3-35...1982","Dataset_2","1_0.4",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...1983","Dataset_2","1_0.4",0.907185376400352,"X40-35",32,"X40",35
"X40.1-35...1984","Dataset_2","1_0.4",0.91338121555817,"X40.1-35",32,"X40.1",35
"random_1-35...1985","Dataset_2","1_0.4",0.272605439109106,"random_1-35",45,"random_1",35
"sc3-40...1986","Dataset_2","1_0.4",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...1987","Dataset_2","1_0.4",0.930732219893409,"X40-40",30,"X40",40
"X40.1-40...1988","Dataset_2","1_0.4",0.91338121555817,"X40.1-40",32,"X40.1",40
"random_1-40...1989","Dataset_2","1_0.4",0.272605439109106,"random_1-40",45,"random_1",40
"sc3-45...1990","Dataset_2","1_0.4",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...1991","Dataset_2","1_0.4",0.930732219893409,"X40-45",30,"X40",45
"X40.1-45...1992","Dataset_2","1_0.4",0.949783711622656,"X40.1-45",28,"X40.1",45
"random_1-45...1993","Dataset_2","1_0.4",0.272605439109106,"random_1-45",45,"random_1",45
"sc3-50...1994","Dataset_2","1_0.4",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...1995","Dataset_2","1_0.4",0.946810876691941,"X40-50",28,"X40",50
"X40.1-50...1996","Dataset_2","1_0.4",0.962057603490425,"X40.1-50",27,"X40.1",50
"random_1-50...1997","Dataset_2","1_0.4",0.272605439109106,"random_1-50",45,"random_1",50
"sc3-55...1998","Dataset_2","1_0.4",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...1999","Dataset_2","1_0.4",0.9688868293255,"X40-55",25,"X40",55
"X40.1-55...2000","Dataset_2","1_0.4",0.962057603490425,"X40.1-55",27,"X40.1",55
"random_1-55...2001","Dataset_2","1_0.4",0.272605439109106,"random_1-55",45,"random_1",55
"sc3-60...2002","Dataset_2","1_0.4",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2003","Dataset_2","1_0.4",0.986781081768067,"X40-60",22,"X40",60
"X40.1-60...2004","Dataset_2","1_0.4",0.962057603490425,"X40.1-60",27,"X40.1",60
"random_1-60...2005","Dataset_2","1_0.4",0.272605439109106,"random_1-60",45,"random_1",60
"sc3-65...2006","Dataset_2","1_0.4",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2007","Dataset_2","1_0.4",1,"X40-65",20,"X40",65
"X40.1-65...2008","Dataset_2","1_0.4",0.96635400993504,"X40.1-65",26,"X40.1",65
"random_1-65...2009","Dataset_2","1_0.4",0.281295443703403,"random_1-65",44,"random_1",65
"sc3-70...2010","Dataset_2","1_0.4",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2011","Dataset_2","1_0.4",1,"X40-70",20,"X40",70
"X40.1-70...2012","Dataset_2","1_0.4",0.983330758642987,"X40.1-70",23,"X40.1",70
"random_1-70...2013","Dataset_2","1_0.4",0.281295443703403,"random_1-70",44,"random_1",70
"sc3-75...2014","Dataset_2","1_0.4",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2015","Dataset_2","1_0.4",1,"X40-75",20,"X40",75
"X40.1-75...2016","Dataset_2","1_0.4",1,"X40.1-75",20,"X40.1",75
"random_1-75...2017","Dataset_2","1_0.4",0.281295443703403,"random_1-75",44,"random_1",75
"sc3-80...2018","Dataset_2","1_0.4",0.964090712559961,"sc3-80",37,"sc3",80
"X40-80...2019","Dataset_2","1_0.4",1,"X40-80",20,"X40",80
"X40.1-80...2020","Dataset_2","1_0.4",1,"X40.1-80",20,"X40.1",80
"random_1-80...2021","Dataset_2","1_0.4",0.299907268090612,"random_1-80",41,"random_1",80
"sc3-85...2022","Dataset_2","1_0.4",0.973053032643387,"sc3-85",34,"sc3",85
"X40-85...2023","Dataset_2","1_0.4",1,"X40-85",20,"X40",85
"X40.1-85...2024","Dataset_2","1_0.4",1,"X40.1-85",20,"X40.1",85
"random_1-85...2025","Dataset_2","1_0.4",0.309254349024948,"random_1-85",39,"random_1",85
"sc3-90...2026","Dataset_2","1_0.4",0.976795856301243,"sc3-90",32,"sc3",90
"X40-90...2027","Dataset_2","1_0.4",1,"X40-90",20,"X40",90
"X40.1-90...2028","Dataset_2","1_0.4",1,"X40.1-90",20,"X40.1",90
"random_1-90...2029","Dataset_2","1_0.4",0.330216058411281,"random_1-90",34,"random_1",90
"sc3-95...2030","Dataset_2","1_0.4",0.985820797120621,"sc3-95",24,"sc3",95
"X40-95...2031","Dataset_2","1_0.4",1,"X40-95",20,"X40",95
"X40.1-95...2032","Dataset_2","1_0.4",1,"X40.1-95",20,"X40.1",95
"random_1-95...2033","Dataset_2","1_0.4",0.337310157570781,"random_1-95",30,"random_1",95
"sc3-100...2034","Dataset_2","1_0.4",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2035","Dataset_2","1_0.4",1,"X40-100",20,"X40",100
"X40.1-100...2036","Dataset_2","1_0.4",1,"X40.1-100",20,"X40.1",100
"random_1-100...2037","Dataset_2","1_0.4",0.357016472328439,"random_1-100",20,"random_1",100
"sc3-00...2038","Dataset_2","2_0.4",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2039","Dataset_2","2_0.4",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2040","Dataset_2","2_0.4",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2041","Dataset_2","2_0.4",0.275043793904039,"random_1-00",45,"random_1",0
"random_2-00...2042","Dataset_2","2_0.4",0.352914614826197,"random_2-00",35,"random_2",0
"sc3-05...2043","Dataset_2","2_0.4",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2044","Dataset_2","2_0.4",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...2045","Dataset_2","2_0.4",0.815196985438212,"X40.1-05",38,"X40.1",5
"random_1-05...2046","Dataset_2","2_0.4",0.275043793904039,"random_1-05",45,"random_1",5
"random_2-05...2047","Dataset_2","2_0.4",0.352914614826197,"random_2-05",35,"random_2",5
"sc3-10...2048","Dataset_2","2_0.4",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2049","Dataset_2","2_0.4",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...2050","Dataset_2","2_0.4",0.833388409026058,"X40.1-10",37,"X40.1",10
"random_1-10...2051","Dataset_2","2_0.4",0.275043793904039,"random_1-10",45,"random_1",10
"random_2-10...2052","Dataset_2","2_0.4",0.352914614826197,"random_2-10",35,"random_2",10
"sc3-15...2053","Dataset_2","2_0.4",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2054","Dataset_2","2_0.4",0.84307029757241,"X40-15",36,"X40",15
"X40.1-15...2055","Dataset_2","2_0.4",0.849204496639024,"X40.1-15",36,"X40.1",15
"random_1-15...2056","Dataset_2","2_0.4",0.275043793904039,"random_1-15",45,"random_1",15
"random_2-15...2057","Dataset_2","2_0.4",0.352914614826197,"random_2-15",35,"random_2",15
"sc3-20...2058","Dataset_2","2_0.4",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...2059","Dataset_2","2_0.4",0.873695771132357,"X40-20",34,"X40",20
"X40.1-20...2060","Dataset_2","2_0.4",0.849204496639024,"X40.1-20",36,"X40.1",20
"random_1-20...2061","Dataset_2","2_0.4",0.275043793904039,"random_1-20",45,"random_1",20
"random_2-20...2062","Dataset_2","2_0.4",0.352914614826197,"random_2-20",35,"random_2",20
"sc3-25...2063","Dataset_2","2_0.4",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...2064","Dataset_2","2_0.4",0.888426394992965,"X40-25",33,"X40",25
"X40.1-25...2065","Dataset_2","2_0.4",0.879574454199184,"X40.1-25",34,"X40.1",25
"random_1-25...2066","Dataset_2","2_0.4",0.275043793904039,"random_1-25",45,"random_1",25
"random_2-25...2067","Dataset_2","2_0.4",0.352914614826197,"random_2-25",35,"random_2",25
"sc3-30...2068","Dataset_2","2_0.4",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...2069","Dataset_2","2_0.4",0.907185376400352,"X40-30",32,"X40",30
"X40.1-30...2070","Dataset_2","2_0.4",0.91338121555817,"X40.1-30",32,"X40.1",30
"random_1-30...2071","Dataset_2","2_0.4",0.275043793904039,"random_1-30",45,"random_1",30
"random_2-30...2072","Dataset_2","2_0.4",0.352914614826197,"random_2-30",35,"random_2",30
"sc3-35...2073","Dataset_2","2_0.4",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...2074","Dataset_2","2_0.4",0.915737673431207,"X40-35",31,"X40",35
"X40.1-35...2075","Dataset_2","2_0.4",0.91338121555817,"X40.1-35",32,"X40.1",35
"random_1-35...2076","Dataset_2","2_0.4",0.290785711952573,"random_1-35",43,"random_1",35
"random_2-35...2077","Dataset_2","2_0.4",0.352914614826197,"random_2-35",35,"random_2",35
"sc3-40...2078","Dataset_2","2_0.4",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...2079","Dataset_2","2_0.4",0.942615349720342,"X40-40",29,"X40",40
"X40.1-40...2080","Dataset_2","2_0.4",0.926432352775582,"X40.1-40",31,"X40.1",40
"random_1-40...2081","Dataset_2","2_0.4",0.295706524479289,"random_1-40",42,"random_1",40
"random_2-40...2082","Dataset_2","2_0.4",0.352914614826197,"random_2-40",35,"random_2",40
"sc3-45...2083","Dataset_2","2_0.4",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...2084","Dataset_2","2_0.4",0.942615349720342,"X40-45",29,"X40",45
"X40.1-45...2085","Dataset_2","2_0.4",0.939638716297467,"X40.1-45",30,"X40.1",45
"random_1-45...2086","Dataset_2","2_0.4",0.305637518936925,"random_1-45",40,"random_1",45
"random_2-45...2087","Dataset_2","2_0.4",0.352914614826197,"random_2-45",35,"random_2",45
"sc3-50...2088","Dataset_2","2_0.4",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...2089","Dataset_2","2_0.4",0.942615349720342,"X40-50",29,"X40",50
"X40.1-50...2090","Dataset_2","2_0.4",0.962057603490425,"X40.1-50",27,"X40.1",50
"random_1-50...2091","Dataset_2","2_0.4",0.305637518936925,"random_1-50",40,"random_1",50
"random_2-50...2092","Dataset_2","2_0.4",0.352914614826197,"random_2-50",35,"random_2",50
"sc3-55...2093","Dataset_2","2_0.4",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2094","Dataset_2","2_0.4",0.9688868293255,"X40-55",25,"X40",55
"X40.1-55...2095","Dataset_2","2_0.4",0.962057603490425,"X40.1-55",27,"X40.1",55
"random_1-55...2096","Dataset_2","2_0.4",0.305637518936925,"random_1-55",40,"random_1",55
"random_2-55...2097","Dataset_2","2_0.4",0.352914614826197,"random_2-55",35,"random_2",55
"sc3-60...2098","Dataset_2","2_0.4",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2099","Dataset_2","2_0.4",0.978975827383714,"X40-60",23,"X40",60
"X40.1-60...2100","Dataset_2","2_0.4",0.962057603490425,"X40.1-60",27,"X40.1",60
"random_1-60...2101","Dataset_2","2_0.4",0.318754996138594,"random_1-60",38,"random_1",60
"random_2-60...2102","Dataset_2","2_0.4",0.352914614826197,"random_2-60",35,"random_2",60
"sc3-65...2103","Dataset_2","2_0.4",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2104","Dataset_2","2_0.4",0.995031909002337,"X40-65",21,"X40",65
"X40.1-65...2105","Dataset_2","2_0.4",0.973160042314006,"X40.1-65",25,"X40.1",65
"random_1-65...2106","Dataset_2","2_0.4",0.318754996138594,"random_1-65",38,"random_1",65
"random_2-65...2107","Dataset_2","2_0.4",0.352914614826197,"random_2-65",35,"random_2",65
"sc3-70...2108","Dataset_2","2_0.4",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2109","Dataset_2","2_0.4",0.995031909002337,"X40-70",21,"X40",70
"X40.1-70...2110","Dataset_2","2_0.4",0.980679608898451,"X40.1-70",24,"X40.1",70
"random_1-70...2111","Dataset_2","2_0.4",0.330346603564762,"random_1-70",35,"random_1",70
"random_2-70...2112","Dataset_2","2_0.4",0.352914614826197,"random_2-70",35,"random_2",70
"sc3-75...2113","Dataset_2","2_0.4",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2114","Dataset_2","2_0.4",0.995031909002337,"X40-75",21,"X40",75
"X40.1-75...2115","Dataset_2","2_0.4",0.983330758642987,"X40.1-75",23,"X40.1",75
"random_1-75...2116","Dataset_2","2_0.4",0.343030205993128,"random_1-75",32,"random_1",75
"random_2-75...2117","Dataset_2","2_0.4",0.352914614826197,"random_2-75",35,"random_2",75
"sc3-80...2118","Dataset_2","2_0.4",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2119","Dataset_2","2_0.4",1,"X40-80",20,"X40",80
"X40.1-80...2120","Dataset_2","2_0.4",1,"X40.1-80",20,"X40.1",80
"random_1-80...2121","Dataset_2","2_0.4",0.343030205993128,"random_1-80",32,"random_1",80
"random_2-80...2122","Dataset_2","2_0.4",0.352914614826197,"random_2-80",35,"random_2",80
"sc3-85...2123","Dataset_2","2_0.4",0.960745508158909,"sc3-85",38,"sc3",85
"X40-85...2124","Dataset_2","2_0.4",1,"X40-85",20,"X40",85
"X40.1-85...2125","Dataset_2","2_0.4",1,"X40.1-85",20,"X40.1",85
"random_1-85...2126","Dataset_2","2_0.4",0.351379103754485,"random_1-85",28,"random_1",85
"random_2-85...2127","Dataset_2","2_0.4",0.352914614826197,"random_2-85",35,"random_2",85
"sc3-90...2128","Dataset_2","2_0.4",0.964096136072788,"sc3-90",37,"sc3",90
"X40-90...2129","Dataset_2","2_0.4",1,"X40-90",20,"X40",90
"X40.1-90...2130","Dataset_2","2_0.4",1,"X40.1-90",20,"X40.1",90
"random_1-90...2131","Dataset_2","2_0.4",0.359883704860571,"random_1-90",22,"random_1",90
"random_2-90...2132","Dataset_2","2_0.4",0.352914614826197,"random_2-90",35,"random_2",90
"sc3-95...2133","Dataset_2","2_0.4",0.9776297463021,"sc3-95",31,"sc3",95
"X40-95...2134","Dataset_2","2_0.4",1,"X40-95",20,"X40",95
"X40.1-95...2135","Dataset_2","2_0.4",1,"X40.1-95",20,"X40.1",95
"random_1-95...2136","Dataset_2","2_0.4",0.363871151547003,"random_1-95",20,"random_1",95
"random_2-95...2137","Dataset_2","2_0.4",0.352914614826197,"random_2-95",35,"random_2",95
"sc3-100...2138","Dataset_2","2_0.4",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2139","Dataset_2","2_0.4",1,"X40-100",20,"X40",100
"X40.1-100...2140","Dataset_2","2_0.4",1,"X40.1-100",20,"X40.1",100
"random_1-100...2141","Dataset_2","2_0.4",0.363871151547003,"random_1-100",20,"random_1",100
"random_2-100...2142","Dataset_2","2_0.4",0.359170577845872,"random_2-100",22,"random_2",100
"sc3-00...2143","Dataset_2","3_0.4",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2144","Dataset_2","3_0.4",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2145","Dataset_2","3_0.4",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2146","Dataset_2","3_0.4",0.348211932789553,"random_1-00",35,"random_1",0
